PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
19934,548,35,22,17,323,26,0,0,0,0,0,13,9,6,0,0,2,0,0,0,0,0,0,0,0,19,16,4,3,4,3,1,3,1,12,8,7,Married,12TH,34,M,41800,155,0.667,0,0.179,-99999,0,-99999,0,0.333,0.75,0.333,0.75,1.509,0,0,ConsumerLoan,others,616,P4
19935,55,28,25,2,260,168,0,0,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,168,14,0,0,0,1,1,1,14,10,5,4,Married,OTHERS,36,M,40000,61,0.364,0.4,0.42,-99999,0,-99999,0,1,0,1,0,2.752,1,0,ConsumerLoan,ConsumerLoan,659,P3
19936,65,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,145,1,1,0,Married,12TH,44,M,30000,128,0.75,1,0.668,-99999,0,-99999,0,0,0,0,0,1.061,0,0,others,others,677,P2
19937,68,11,11,1,27,27,0,1,1,0,27,0,0,25,4,10,0,0,0,0,0,0,0,0,0,27,4,0,0,0,1,1,1,1,2,2,2,Married,12TH,40,M,14000,66,0.667,0,0.256,-99999,0,-99999,0,1,0,1,0,1.071,0,0,PL,others,687,P2
19938,39,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,19,3,2,1,Married,SSC,32,M,20000,42,1,1,1.49,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,PL,686,P2
19939,451,35,25,12,100,100,0,0,0,-99999,-99999,4,1,16,0,1,0,0,0,0,0,0,0,0,0,27,17,0,0,0,2,1,1,9,11,11,7,Married,GRADUATE,34,M,70000,27,0.2,0,1.094,-99999,0,-99999,1,1,0,0.5,0,0.7,1,0,ConsumerLoan,AL,630,P4
19940,387,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,35,F,13000,66,0.667,0,0.763,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,690,P2
19941,450,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,31,10,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,1,1,Married,SSC,29,M,20000,38,0.231,0.25,1.031,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,ConsumerLoan,698,P2
19942,60,35,35,1,22,22,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,22,7,1,0,1,2,0,2,7,5,1,1,Single,GRADUATE,29,M,49000,102,0.556,0.25,0.518,-99999,0,1.008,1,0,0,0,0,4.592,1,0,ConsumerLoan,ConsumerLoan,650,P4
19943,1417,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,28,7,17,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,55,M,26000,186,0.167,0,1.024,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,725,P1
19944,100,21,20,2,31,31,0,0,0,0,0,2,0,31,4,9,0,0,0,0,0,0,0,0,0,31,2,0,0,0,1,1,1,158,2,1,0,Married,GRADUATE,47,F,36000,173,0.5,0.5,0.889,-99999,0,-99999,0,1,0,1,0,3.014,0,0,PL,others,678,P2
19945,40,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,4,1,1,Married,SSC,44,M,12000,32,1,0,0.976,-99999,0,-99999,0,0,0,0,0,11.667,0,0,ConsumerLoan,others,667,P3
19946,41,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,166,3,1,0,Single,12TH,22,M,20000,90,1,0.5,0.667,-99999,0,-99999,0,0,0,0,0,1.4,0,0,others,others,677,P2
19947,59,0,0,1,3,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,187,1,0,0,Married,SSC,22,M,80000,64,1,0.5,1.038,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,688,P2
19948,24,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,191,1,0,0,Married,SSC,39,M,38000,221,0.333,1,0.92,-99999,0,-99999,0,0,0,0,0,-99999,0,0,AL,AL,699,P2
19949,504,19,17,3,26,23,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,1,0,1,278,2,0,0,Married,GRADUATE,37,M,16000,130,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,PL,664,P3
19950,63,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,15,4,11,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,1,1,173,5,2,0,Single,GRADUATE,42,M,22000,83,0.5,1,0.913,-99999,0,-99999,0,1,0,0.5,0,-99999,0,1,others,PL,696,P2
19951,262,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,951,0,0,0,Married,GRADUATE,32,M,20000,89,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,698,P2
19952,89,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,684,0,0,0,Single,GRADUATE,23,M,18000,94,1,0,0.559,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,694,P2
19953,216,27,14,12,306,30,0,0,0,-99999,-99999,10,9,35,4,12,0,0,0,0,0,0,0,0,0,30,2,0,0,0,1,0,1,10,2,1,1,Married,12TH,36,M,22000,77,0.4,0,0.946,-99999,0,0.911,1,0,0,0,0,9.091,1,0,others,PL,678,P2
19954,55,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,422,0,0,0,Single,12TH,29,M,14000,63,0.429,0,0.02,-99999,0,-99999,0,0,0,0,0,0.907,1,0,PL,others,707,P1
19955,49,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,9,1,0,1,7,0,1,337,2,0,0,Married,GRADUATE,30,M,18000,65,0.667,0.75,0.919,0.758,1,0.932,1,0,0,0,0,20.38,1,0,CC,PL,688,P2
19956,45,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,478,0,0,0,Married,12TH,35,M,35000,69,1,1,0.057,-99999,0,-99999,0,0,0,0,0,42.857,1,0,others,HL,688,P2
19957,87,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,3,37,3,2,1,Married,SSC,34,F,15000,54,0.125,0.8,0,-99999,0,-99999,1,0.667,0,0.667,0,-99999,1,0,PL,PL,666,P3
19958,43,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,311,1,0,0,Single,GRADUATE,22,M,46000,46,1,0,0.76,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,681,P2
19959,73,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,2,5,4,3,3,Married,12TH,32,M,20000,122,1,0,0.417,-99999,0,-99999,0,1,0,1,0,1.218,0,0,ConsumerLoan,ConsumerLoan,651,P4
19960,102,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,14,5,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,368,0,0,0,Married,UNDER GRADUATE,38,M,28000,131,0.667,0,0.867,-99999,0,-99999,0,0,0,0,0,1.429,0,1,PL,HL,742,P1
19961,129,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,UNDER GRADUATE,34,M,65000,218,1,0,0.206,-99999,0,-99999,0,0,0,0,0,0.738,0,0,others,others,674,P2
19962,55,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,43,7,7,7,9,9,9,20,43,43,13,Married,POST-GRADUATE,33,M,75000,365,1,1,0.915,-99999,0,0.842,1,1,1,1,1,0.328,0,0,ConsumerLoan,PL,617,P4
19963,86,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,5,6,38,8,7,4,Married,GRADUATE,31,M,30000,63,0.75,1,0.458,-99999,0,0.5,1,0.833,0,0.417,0,1.317,0,0,PL,others,662,P3
19964,72,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,3,100,5,2,0,Married,SSC,27,M,40000,78,1,0.667,0.884,-99999,0,0.949,1,0.333,0,0.333,0,1.975,0,0,others,others,679,P2
19965,51,14,12,3,87,26,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,182,1,1,0,Married,SSC,30,M,30000,102,1,0.5,0.791,-99999,0,-99999,0,0,0,0,0,0.453,0,1,others,others,665,P3
19966,71,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,48,M,28000,66,1,0,0.914,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,689,P2
19967,135,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,GRADUATE,22,M,45000,67,1,0,1.059,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,679,P2
19968,38,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,2,1,1,Single,GRADUATE,24,M,25000,43,1,0,0.277,-99999,0,-99999,0,0,0,0,0,1.239,0,0,ConsumerLoan,others,682,P2
19969,45,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,10,10,10,27,14,16,1,34,30,20,Single,GRADUATE,27,M,25000,39,0.636,0.714,1.255,-99999,0,0.854,1,0.875,1,0.519,1,15.259,1,0,ConsumerLoan,others,591,P4
19970,48,27,20,8,82,21,0,0,0,0,0,5,1,29,5,5,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,52,2,2,1,Married,SSC,62,M,31000,308,0.333,0,0.732,-99999,0,-99999,0,0,0,0,0,-99999,0,0,AL,AL,667,P3
19971,412,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,590,0,0,0,Married,GRADUATE,38,M,25000,124,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,687,P2
19972,2195,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2866,0,0,0,Married,UNDER GRADUATE,48,M,20000,122,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,710,P1
19973,1236,27,26,2,60,60,0,0,0,-99999,-99999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,1900,0,0,0,Married,12TH,29,M,21000,124,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,667,P3
19974,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,65,3,3,1,Married,12TH,27,F,12000,71,1,1,0.667,-99999,0,-99999,0,1,0,1,0,1.25,0,0,PL,ConsumerLoan,666,P3
19975,48,22,6,6,123,123,0,2,2,-99999,61,5,2,60,8,23,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,791,0,0,0,Married,GRADUATE,43,M,21000,101,0.8,0,1.125,-99999,0,-99999,0,0,0,0,0,10.476,0,0,others,others,707,P1
19976,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,OTHERS,45,M,48500,246,1,0,0.495,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,679,P2
19977,885,35,29,7,40,10,0,0,0,-99999,-99999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,0,1266,0,0,0,Married,12TH,34,M,34000,44,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,PL,AL,664,P3
19978,67,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,7,1,7,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,UNDER GRADUATE,49,M,50000,70,0.5,1,0.587,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,691,P2
19979,51,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,2,9,5,2,1,Married,UNDER GRADUATE,34,M,45000,185,1,0.333,0.306,-99999,0,-99999,0,0.5,0,0.5,0,2.673,0,0,PL,ConsumerLoan,663,P3
19980,62,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,274,2,0,0,Married,12TH,30,M,20000,308,0.75,0.25,0.919,-99999,0,0.919,1,0,0,0,0,35,0,0,others,PL,673,P2
19981,548,35,35,1,25,25,0,0,0,0,0,0,0,19,5,12,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,1306,0,0,0,Married,UNDER GRADUATE,22,M,24000,41,0.667,0,0.617,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,673,P2
19982,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,3,3,Single,GRADUATE,27,M,19000,65,1,1,0.7,-99999,0,-99999,0,0,0,0,0,0.842,0,0,ConsumerLoan,ConsumerLoan,663,P3
19983,106,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,458,0,0,0,Married,GRADUATE,32,M,20000,66,1,0,0,-99999,0,-99999,0,0,0,0,0,0.695,0,0,others,others,672,P2
19984,78,35,29,8,193,49,0,0,0,0,0,6,4,73,10,24,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,2,1,1,1,Married,GRADUATE,48,M,40000,125,0.133,0.4,1.066,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,ConsumerLoan,688,P2
19985,370,28,12,28,900,900,0,0,0,-99999,-99999,25,22,3,0,0,15,0,0,3,0,3,0,0,0,900,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,UNDER GRADUATE,45,M,62000,83,0.75,0,0,-99999,0,-99999,0,0,0,0,0,5.71,0,0,others,others,709,P1
19986,312,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,6,1,1,1,Married,12TH,29,M,30000,66,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,670,P2
19987,59,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,105,2,2,0,Married,GRADUATE,32,M,70000,149,1,1,0,0,1,-99999,0,0,1,0,1,0.008,0,0,CC,CC,681,P2
19988,47,3,3,1,26,26,1,1,0,26,26,0,0,6,5,6,0,0,0,0,0,0,0,0,0,26,7,0,0,0,2,2,2,9,5,3,1,Married,12TH,51,M,32000,305,0.8,0,0.998,-99999,0,-99999,0,1,0,1,0,22.343,0,1,others,others,683,P2
19989,990,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,48,F,13000,101,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,687,P2
19990,1888,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,38,M,19120,246,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,688,P2
19991,1767,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2393,0,0,0,Married,OTHERS,40,M,15000,96,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,702,P3
19992,57,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,3,92,7,4,0,Married,GRADUATE,28,M,35000,101,0.8,0.5,0.597,-99999,0,0.97,1,1,0,0.75,0,2.895,0,0,PL,PL,673,P2
19993,81,5,5,1,10,10,1,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,2,1,1,89,2,2,1,Married,12TH,32,M,21500,40,0.5,0,0.396,-99999,0,-99999,0,1,0,0.5,0,0.742,0,0,PL,others,689,P2
19994,442,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,1,10,4,4,1,Married,GRADUATE,36,M,28000,138,0.667,0,0.964,-99999,0,-99999,0,1,0,1,0,-99999,0,1,PL,others,661,P3
19995,29,33,3,7,15,15,1,3,2,15,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,15,13,0,0,0,9,9,9,11,12,12,5,Married,GRADUATE,26,M,45000,68,0.583,1,0.815,-99999,0,0.907,1,1,0,1,0,1.442,1,1,PL,others,658,P4
19996,75,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,432,0,0,0,Single,12TH,27,M,25000,125,0.4,0,0.201,-99999,0,-99999,0,0,0,0,0,0.996,0,0,others,others,688,P2
19997,68,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,204,1,0,0,Single,GRADUATE,25,M,70000,185,1,0,0.07,0.07,1,-99999,0,0,0,0,0,0.147,0,0,CC,PL,684,P2
19998,565,24,18,5,26,26,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,30,M,35000,186,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,676,P2
19999,88,11,3,5,59,30,1,5,4,13,59,3,0,42,6,8,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,192,1,0,0,Single,12TH,24,M,20000,18,0.429,0.5,0.708,-99999,0,-99999,0,0,0,0,0,1.5,1,0,ConsumerLoan,others,694,P2
20000,38,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,2,3,3,3,3,12,11,8,Married,12TH,40,M,47,41,1,0.5,0.5,0.958,1,-99999,0,1,0.5,1,0.5,942.851,0,0,ConsumerLoan,ConsumerLoan,629,P4
20001,60,11,10,2,91,91,0,2,2,0,91,2,2,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,0,0,0,538,0,0,0,Married,12TH,30,M,21000,75,1,0,0.622,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,674,P2
20002,53,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,71,2,2,2,Single,GRADUATE,22,M,16600,90,1,0,0.097,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,674,P2
20003,328,31,29,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,1,0,0,1,1,1,12,3,3,2,Single,GRADUATE,24,M,36800,76,1,0,0,-99999,0,-99999,0,1,0,1,0,-99999,0,0,ConsumerLoan,others,629,P4
20004,282,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,516,0,0,0,Married,12TH,28,M,15000,68,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,697,P2
20005,210,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,310,1,0,0,Single,GRADUATE,26,M,17000,32,1,0,0.948,-99999,0,0.948,1,0,0,0,0,13,0,0,PL,PL,692,P2
20006,109,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,33,14,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,149,1,1,0,Married,12TH,33,M,20000,63,0.8,0.75,0.981,-99999,0,-99999,0,1,0,1,0,0.5,1,0,PL,PL,698,P2
20007,1852,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2102,0,0,0,Single,12TH,30,M,22000,126,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,698,P2
20008,30,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,0,0,0,0,14,1,1,1,3,1,1,92,3,2,0,Single,GRADUATE,27,M,14500,108,0.5,0.4,0.652,0.937,1,0.565,1,1,1,0.333,1,14.477,0,0,PL,ConsumerLoan,691,P2
20009,68,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,2,1,1,Single,12TH,26,M,20000,43,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,ConsumerLoan,667,P3
20010,20,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,177,2,2,0,Married,GRADUATE,28,M,21000,246,1,1,0.972,-99999,0,-99999,0,0,0,0,0,22.619,0,0,AL,others,673,P2
20011,29,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,12,5,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,4,3,Married,UNDER GRADUATE,43,F,23000,70,1,0,0.764,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,674,P2
20012,359,15,9,2,94,94,0,1,1,-99999,94,2,1,0,0,0,0,0,0,0,0,0,0,0,0,94,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,39,M,20000,126,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,668,P3
20013,184,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,371,0,0,0,Single,12TH,33,M,15000,125,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,685,P2
20014,302,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,29,M,13000,100,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,686,P2
20015,97,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,1,1,1,Married,UNDER GRADUATE,28,F,20000,65,0.5,0,0.3,-99999,0,-99999,0,0,0,0,0,1.08,0,0,others,ConsumerLoan,673,P2
20016,860,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,4,4,3,Single,GRADUATE,26,M,25000,47,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,ConsumerLoan,670,P2
20017,47,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,351,1,0,0,Married,12TH,26,M,11000,25,1,0,0.589,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,687,P2
20018,59,22,13,7,93,21,0,0,0,-99999,0,5,3,40,8,16,0,0,0,0,0,0,0,0,0,21,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,GRADUATE,24,M,38000,75,0.667,0,0.979,-99999,0,-99999,0,0,0,0,0,16.579,0,0,others,others,698,P2
20019,-99999,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,50,M,60000,129,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,689,P2
